id,category,value
2664,B,274.22295839487674
2665,B,398.9457354445794
2666,C,140.4518602955594
2667,A,305.6128401998885
2668,A,337.76105175312273
2669,A,330.9621012384941
2670,B,228.46632075737168
2671,B,179.8232140591318
2672,A,419.6027957836286
2673,B,381.6385189299335
2674,A,167.41503497281712
2675,A,60.47940527668098
2676,A,45.1856972682799
2677,A,56.19522917047866
2678,A,295.605986984101
2679,A,35.314466156204944
2680,A,175.09416873237882
2681,B,379.06785393797236
2682,A,154.23060159253527
2683,A,384.02095781826364
2684,B,375.2788487214571
2685,B,130.455294990276
2686,B,367.12286824544526
2687,A,376.41055275332934
2688,C,204.75242357684317
2689,C,113.10603703334394
2690,B,265.4226953770159
2691,C,461.4848181200962
2692,B,323.4121988917104
2693,A,94.73202383735799
2694,C,344.55089311942476
2695,A,219.32948336809895
2696,C,299.8491107041328
2697,A,369.69137716132286
2698,C,262.32420224207794
2699,A,408.85214754092124
2700,A,363.8562338651476
2701,C,311.3859366090702
2702,A,83.88847975785222
2703,A,419.6150643466685
2704,A,468.59373680670984
2705,C,77.11291066655446
2706,C,249.23815342238098
2707,A,136.85548356554722
2708,A,379.71642063852664
2709,C,363.598521642303
2710,C,79.03370907949537
2711,A,439.7433629182022
2712,A,98.67680134922112
2713,A,400.6569225675727
2714,B,233.92037621772238
2715,C,170.8534238434941
2716,B,87.53723871036462
2717,C,92.13098551184841
2718,C,334.32637180344113
2719,C,279.71089009408905
2720,C,69.82185660910403
2721,C,65.22195161477934
2722,C,45.432181638667814
2723,C,374.4460002130366
2724,B,358.8222217623517
2725,A,38.63118551874182
2726,A,284.53233704251676
2727,B,51.49131606891805
2728,B,452.83542759838144
2729,B,454.4875353982649
2730,B,352.13416500843374
2731,C,463.83257150533046
2732,A,407.61198490270834
2733,C,415.9839022042542
2734,A,289.15684677926725
2735,A,159.9690071259262
2736,B,116.72156640704658
2737,C,170.3280107990753
2738,B,317.9627607436404
2739,C,94.60170255787547
2740,A,136.73371595228758
2741,B,239.34982276977757
2742,B,124.19454827706163
2743,A,298.4353981608702
2744,A,462.35625394360164
2745,A,376.563789194532
2746,B,336.5490409329674
2747,C,295.5335232320516
2748,B,249.0944755359618
2749,C,101.41629122098325
2750,B,448.4081231591641
2751,B,131.78264098628978
2752,A,54.74135001329877
2753,C,377.50743782206064
2754,B,96.05161182227152
2755,B,192.22903977517626
2756,A,23.859614862580067
2757,A,77.16329184481955
2758,C,94.86977907235692
2759,B,36.6609625975872
2760,C,331.76190874519415
2761,B,420.13381994352744
2762,C,192.92454911931108
2763,A,438.54247359191834
2764,B,114.53982153446199
2765,C,169.44130754500733
2766,A,83.86112658527252
2767,A,314.0740057553093
2768,C,215.73609952645035
2769,B,310.50883995253037
2770,B,383.22070364314993
2771,A,277.39447785614476
2772,B,317.53887390187606
2773,B,468.2726540532231
2774,B,156.54151170833313
2775,A,185.99032993063705
2776,C,361.6746472375751
2777,B,309.5397033571395
2778,A,97.48112322446026
2779,A,194.3121819051402
2780,C,239.24062643111034
2781,B,215.50102060451079
2782,B,97.35465607779999
2783,C,462.9707449742885
2784,C,383.5361932300482
2785,A,245.86435773284762
2786,A,343.2299038703499
2787,C,449.6685093464057
2788,B,76.7253297571699
2789,A,132.68279484641909
2790,A,275.9236111557561
2791,B,401.51508196265576
2792,A,27.764898766348416
2793,B,492.16889359621666
2794,B,232.9042354123746
2795,B,186.02325890464428
2796,C,153.4349745414882
2797,C,95.4347867489271
2798,C,397.8712153757137
2799,B,478.1529407255873
2800,B,212.68592987424512
2801,C,476.6861404291936
2802,A,413.6608315631667
2803,B,245.71505246339595
2804,A,340.27282777180505
2805,A,223.14224779352685
2806,B,283.7744700241507
2807,B,38.44270513906687
2808,A,351.1691028972612
2809,A,35.884075797226984
2810,C,410.3716239906283
2811,C,414.22399543567315
2812,B,126.16787090254516
2813,C,168.59476270754212
2814,C,245.8420854935637
2815,C,302.36482439691594
2816,C,150.8032942535784
2817,A,300.3183382696433
2818,B,155.91566588235645
2819,C,37.19045332481973
2820,A,11.238499417635385
2821,A,59.564018380030014
2822,A,398.20284308036895
2823,C,481.1013430678352
2824,C,219.21343764779743
2825,B,261.215137190472
2826,C,81.9556028459788
2827,C,280.0053628132769
2828,A,80.88090198341865
2829,B,309.4950222874267
2830,C,467.29674711461837
2831,C,105.8922842584894
2832,A,384.63622184798
2833,A,21.516187180978783
2834,C,193.99364824759428
2835,B,64.26676883694944
2836,B,182.71296638189273
2837,A,95.03309062305293
2838,A,192.91944516021485
2839,C,214.58617499268988
2840,A,157.28965016265
2841,C,331.7447552418333
2842,B,460.23750511686575
2843,B,206.29173331158344
2844,C,104.2481466727605
2845,A,142.65415151603185
2846,B,428.4604035132208
2847,A,290.1034644023725
2848,B,232.95540583040906
2849,C,83.32199353937409
2850,C,230.36638107865315
2851,C,146.46108164511946
2852,B,472.1499326481411
2853,A,443.1943536137083
2854,A,51.11224549581702
2855,A,263.16020973800903
2856,B,120.27858930218932
2857,B,211.2807738669024
2858,B,439.65551914321367
2859,B,268.482114745387
2860,B,173.76549375167232
2861,A,111.86529351144856
2862,B,402.1591811091797
2863,B,316.0138275285301
2864,A,239.35207560885328
2865,B,116.56733339285924
2866,A,173.78072333699436
2867,A,480.32327910187405
2868,C,264.8440694268588
2869,C,206.34264780919395
2870,C,265.49680075067874
2871,C,391.70436789080827
2872,B,176.6533788864057
2873,C,97.56599925697833
2874,A,296.61869798613344
2875,B,335.9500107057229
2876,C,359.2318214496893
2877,A,442.1739194754035
2878,B,191.8753191376654
2879,B,46.923899152156984
2880,C,479.5908059791617
2881,B,223.15584444436286
2882,A,315.39617973983434
2883,B,336.4896083328632
2884,A,277.7917172635897
2885,B,110.57618957077234
2886,C,380.0200945569093
2887,A,403.838467409
2888,B,280.9580371485455
2889,B,249.39496868657235
2890,B,65.82970973271281
2891,A,51.13631413489408
2892,A,176.38677432612909
2893,A,162.3146162035227
2894,C,477.2916609720029
2895,C,393.97514379728057
2896,A,333.36290467693937
2897,B,263.64756361862646
2898,C,92.01009005605916
2899,A,489.4437693702991
2900,B,193.7699421377029
2901,C,62.393545199149955
2902,B,251.96145890071557
2903,B,438.2590256904108
2904,B,444.7725908708914
2905,B,15.373298867659155
2906,C,444.28491492818586
2907,C,143.02726657493068
2908,C,29.096458344527306
2909,A,425.41723247780845
2910,C,433.29471043422205
2911,B,302.1532291227515
2912,C,291.4725410752156
2913,B,408.4289335844955
2914,A,395.2916808280371
2915,B,446.151681986925
2916,B,280.8462493223847
2917,B,484.1470754390763
2918,A,498.11194715733586
2919,C,67.10685889932996
2920,C,426.2764421815198
2921,A,254.91290629680861
2922,B,199.90750576691772
2923,C,310.40543184253033
2924,A,37.42312305838344
2925,C,258.16594819586913
2926,A,436.73637931306666
2927,B,114.5961429080947
2928,C,218.93104843701832
2929,A,470.345634980289
2930,C,219.99628052479167
2931,C,185.60013984287517
2932,C,225.86295758045534
2933,C,264.5318555936026
2934,A,319.67575862441976
2935,B,402.33947244919824
2936,A,231.530080824514
2937,A,410.56565819416875
2938,A,271.5231240625195
2939,B,175.85545008030905
2940,C,332.39590577851294
2941,C,361.6839048243108
2942,C,283.44399805844887
2943,B,37.74133683601447
2944,C,93.2426088288042
2945,B,149.7958832362118
2946,C,148.48654691623162
2947,C,339.9761921209666
2948,A,18.990844220079964
2949,B,380.28407075426475
2950,A,140.01781265539725
2951,A,161.91070464589018
2952,A,268.6758156925229
2953,B,115.80354446008919
2954,B,443.3909436520085
2955,C,51.83070187001699
2956,A,227.74735752752179
2957,C,426.21691203289606
2958,A,311.76350826640555
2959,B,153.2414627628904
2960,B,216.17250181046575
2961,B,356.28024636783215
2962,A,486.8977642483107
2963,B,447.6379720059224
2964,A,177.7920761073646
2965,C,499.1169608510502
2966,A,11.717285130218553
2967,C,23.538580346123396
2968,A,413.68185243388496
2969,C,107.73671654819549
2970,B,39.776941514158025
2971,C,126.20255588588608
2972,B,218.7890754506215
2973,B,367.97747251236837
2974,C,315.9244080100907
2975,A,126.43439660460601
2976,A,256.60251956928636
2977,A,463.8449116452987
2978,A,409.35381072204126
2979,A,168.36299456757877
2980,B,491.3096350642912
2981,A,357.22399621321415
2982,B,40.60018427672307
2983,B,27.22874951143295
2984,B,92.5198950149147
2985,C,366.6493753445719
2986,C,100.03207366278967
2987,B,260.62851691232845
2988,C,55.69745888860755
2989,A,461.2342173367956
2990,A,178.54070065594811
2991,B,454.9847077147091
2992,A,472.9890645361667
2993,B,13.003037183703587
2994,B,237.4262417273787
2995,A,22.081467296377514
2996,C,455.2594554884239
2997,A,264.01969691994213
2998,A,46.72256622226344
2999,B,64.03559685551777
3000,B,197.91942200144214
3001,B,470.71475450771584
3002,B,349.5254842683596
3003,C,435.13324443267487
3004,C,189.56375670659003
3005,C,31.174712779499178
3006,B,487.4156422301629
3007,B,18.41476542456108
3008,B,474.3493100097336
3009,C,190.6519376860809
3010,B,14.944298460721946
3011,A,347.68704354500903
3012,A,490.46474897536353
3013,B,483.15660419042035
3014,A,88.85913548918504
3015,A,98.81142497241594
3016,C,287.1140681636335
3017,B,322.279364949879
3018,B,372.3147776962742
3019,C,98.71467663135228
3020,A,479.9134725145729
3021,A,322.98223558172657
3022,B,425.0529902465719
3023,A,274.63220048924416
3024,C,212.99565531904247
3025,C,488.819624231548
3026,B,295.23947170171965
3027,C,434.7680555715977
3028,C,477.1132742194821
3029,B,340.92376723424303
3030,C,278.9799524741507
3031,C,11.720316946218803
3032,C,29.609623962112934
3033,A,108.417095865047
3034,B,101.14413160943768
3035,B,134.83180964792422
3036,B,159.4179724718538
3037,A,186.43209183985684
3038,A,216.0634681337495
3039,B,58.44450584344719
3040,A,30.7573466568632
3041,B,340.23278004578145
3042,A,273.2940641731081
3043,C,227.63065908785862
3044,C,320.87557117249264
3045,B,415.56290952973484
3046,A,219.56952546694026
3047,A,324.1485378754699
3048,C,477.2503896792278
3049,C,421.41600297216473
3050,A,218.74039714618064
3051,A,325.91125052922405
3052,A,96.76475173881049
3053,A,284.65587059859405
3054,A,490.85086265783696
3055,A,263.9744064492359
3056,B,464.5427666031722
3057,A,209.59411104659773
3058,C,499.43396532046927
3059,B,293.8178172615033
3060,A,30.71180717560793
3061,C,297.5098503787802
3062,B,144.54062088300236
3063,C,25.91584779758841
3064,A,412.218119300385
3065,A,145.1075221205704
3066,A,400.3087914827843
3067,A,151.2266156483748
3068,B,105.2199133981494
3069,B,487.22843131116946
3070,C,187.20621059995958
3071,A,304.6743436071486
3072,C,308.8909314790911
3073,B,284.6320062650159
3074,A,458.20091432539516
3075,A,340.4761249697656
3076,B,207.82917201141578
3077,B,432.56638841689426
3078,B,98.72082056682255
3079,B,276.6760112291046
3080,B,475.7696822524406
3081,A,316.4448386414022
3082,B,410.31454073268935
3083,A,330.2447555171445
3084,A,421.2917231335663
3085,B,472.7990611241694
3086,B,143.73164649104103
3087,A,93.13392981579224
3088,B,247.15546766294455
3089,B,353.9125891438658
3090,B,121.32371405928589
3091,C,12.009710710781867
3092,A,178.0382067599856
3093,C,484.74107437921634
3094,B,350.53405569686487
3095,C,206.64946753119972
3096,B,104.36228769995176
3097,C,184.48394013982602
3098,B,93.2213223176115
3099,C,62.08985244334619
3100,C,454.3037625605514
3101,C,498.84866580398204
3102,A,90.41607540193725
3103,C,36.71605385035707
3104,A,171.56824250164405
3105,B,236.2129985730935
3106,C,110.3624110671687
3107,B,157.69820678129364
3108,B,108.42666048891228
3109,C,389.38767853190114
3110,A,359.16319219115775
3111,C,321.12624272288105
3112,B,199.73674996881033
3113,B,455.4300612439756
3114,C,485.0709453521598
3115,A,95.08326318645187
3116,A,119.27619429182025
3117,B,267.55920372018113
3118,B,54.71277894830019
3119,A,223.85971542332527
3120,C,295.077719741078
3121,B,265.81604985729325
3122,A,172.14520570823277
3123,B,275.79844497783137
3124,C,479.81246758683545
3125,A,110.94852810277426
3126,B,330.8673656130618
3127,C,31.26438013646541
3128,B,42.54403819590312
3129,C,280.3958298695567
3130,C,61.42019836069524
3131,A,20.949926329160093
3132,C,94.04136884753088
3133,B,286.77609378979145
3134,C,354.6370677142769
3135,C,109.2144964292762
3136,A,337.4471242320055
3137,C,99.41340223862238
3138,C,310.59413904931597
3139,B,211.86024314894144
3140,A,330.3617595734722
3141,A,497.5758487148312
3142,A,469.53031296395534
3143,C,12.098061339690778
3144,A,443.8649945375298
3145,C,42.5804896356356
3146,C,476.992827218324
3147,B,148.0945827588455
3148,B,197.19706690152276
3149,B,54.90272053610665
3150,B,65.0136515811657
3151,B,366.1028769623666
3152,C,472.72279551666287
3153,C,309.26676252761166
3154,A,360.76650760813743
3155,C,383.3651748526052
3156,C,138.77899453094145
3157,B,32.16251915090531
3158,C,10.917644520392606
3159,B,181.81814864746914
3160,A,128.31747181761588
3161,A,40.53568527410097
3162,C,97.9688633218967
3163,A,71.00446015129442
3164,C,458.2904065025115
3165,A,78.73093459499277
3166,B,273.4477473539628
3167,B,300.62191800496066
3168,B,276.30983427723055
3169,B,58.53765276583411
3170,C,166.2111972577701
3171,A,35.1224629069451
3172,C,203.87825790719486
3173,B,102.41347632308008
3174,C,285.1999413093461
3175,A,349.47611298605926
3176,C,270.7387315003062
3177,A,222.77598133958392
3178,C,199.79337621977928
3179,A,422.4289663675318
3180,A,117.49035188198233
3181,B,369.76698636914574
3182,A,381.1663391226583
3183,B,215.4080035626599
3184,B,155.6772936205633
3185,B,240.56532816252786
3186,C,55.67482368742227
3187,C,32.505715792254094
3188,C,64.68556773142697
3189,C,101.70106541649082
3190,A,257.0466419656411
3191,A,426.07695171894983
3192,C,125.46474267984662
3193,A,468.2293852659213
3194,A,477.9048753781517
3195,B,479.8632563741506
3196,B,420.40573999139866
3197,B,188.27426999088308
3198,B,45.6151163912853
3199,A,288.7211785655825
3200,C,283.75390752924454
3201,A,426.4881258837018
3202,A,498.0356149635915
3203,A,258.9970802144723
3204,B,179.14997520949427
3205,B,101.09183866257084
3206,B,12.35191416051166
3207,C,259.4657093195508
3208,A,282.2041466842719
3209,C,414.21985511052475
3210,B,257.24271426747225
3211,C,459.0694908463677
3212,A,317.7609035200034
3213,A,421.7647567283307
3214,B,82.66785005579608
3215,B,429.1147038481342
3216,C,340.8204886774857
3217,B,93.41418589478197
3218,B,102.98414349154532
3219,A,463.98530333166843
3220,B,25.78552662068271
3221,B,236.64212221489598
3222,A,163.60289206770977
3223,A,335.88794559922974
3224,C,421.41839990880607
3225,B,186.58527956271908
3226,A,219.1820227881902
3227,C,491.139714405693
3228,C,394.11908974280936
3229,B,449.6300241565778
3230,B,224.99348811929858
3231,C,124.69733995221645
3232,A,211.81309803936134
3233,C,360.8850397374416
3234,B,63.62089836962987
3235,A,142.52986175208932
3236,A,32.85159122617929
3237,C,221.85039178568445
3238,B,415.44841063001047
3239,C,22.085207266025293
3240,C,340.90852813551135
3241,C,466.9229785117324
3242,A,126.09465214047931
3243,A,349.8810719565476
3244,B,487.79993153909817
3245,B,481.51624947470697
3246,C,125.11530458428021
3247,C,59.16221607391366
3248,C,82.65844356899882
3249,B,353.99747755624963
3250,A,365.621848972105
3251,A,340.3759151978175
3252,C,174.67840999369665
3253,C,93.19070048147985
3254,C,294.572935056604
3255,C,247.00341842135458
3256,B,367.1287320899287
3257,A,226.2664385559545
3258,C,175.9334503963695
3259,B,153.80450290591705
3260,C,113.6204568243758
3261,C,140.2157243314641
3262,A,56.466915033609666
3263,C,179.95993535515586
3264,A,27.919208057849517
3265,A,101.34278511150013
3266,A,375.91751786352023
3267,B,169.4798044515451
3268,B,337.4361383188985
3269,A,361.2732460426659
3270,C,294.78081793873565
3271,A,479.76189326904523
3272,C,20.505534645325497
3273,A,371.93979878818965
3274,C,479.8054555307999
3275,B,432.51314738294025
3276,C,92.26741898445653
3277,A,170.14195006334873
3278,B,94.50140153946805
3279,C,304.64109826920503
3280,C,358.97211116995123
3281,C,165.36614698789853
3282,C,274.35822125230476
3283,C,348.55107933488557
3284,B,216.4565101394137
3285,B,428.4676099231751
3286,B,388.0594682910304
3287,B,41.686116486779625
3288,A,314.3513965545062
3289,B,125.30951997027731
3290,C,283.18394968696487
3291,C,478.87533689015345
3292,B,440.74038223060256
3293,C,208.21303752641452
3294,B,152.84179058873318
3295,C,124.85881476004691
3296,A,270.93228618069486
3297,A,65.98174209644759
3298,B,279.1447539828418
3299,B,10.653483350488088
3300,B,168.68631906546398
3301,C,117.76781377698482
3302,B,485.8972070807832
3303,A,366.3487365892897
3304,C,181.33015642649647
3305,B,55.49409240000405
3306,C,263.2322913984058
3307,C,114.58946184976074
3308,B,272.8504774901953
3309,C,419.3275535476573
3310,A,311.7383505296788
3311,A,320.5563255770511
3312,C,275.10484164077764
3313,B,464.36015998939047
3314,C,466.6323153660956
3315,A,261.23436852604056
3316,C,159.82214870031717
3317,C,235.1976328809275
3318,A,101.41337697585169
3319,C,321.80871450586375
3320,C,255.04524453329427
3321,B,60.61723412850714
3322,B,106.84741274861152
3323,A,245.01965853776812
3324,A,444.91860545224057
3325,A,287.53145310923776
3326,B,343.9521501021507
3327,A,176.12398937451576
3328,A,289.9915825916748
3329,A,229.21611309265305
3330,B,332.9736571853487
3331,C,34.782027378715085
3332,A,251.71710595708998
3333,C,155.0363863205438
3334,A,169.83068002617554
3335,C,480.8495414634501
3336,B,99.52045822857755
3337,B,162.51017376351248
3338,A,259.8473621081272
3339,C,432.8832045933156
3340,B,214.1683407711215
3341,A,374.49398763520384
3342,A,429.6233081252532
3343,B,161.90801435270598
3344,B,202.44758993396786
3345,A,184.71254960729456
3346,C,418.0993462227813
3347,C,31.72996235726457
3348,C,161.1263335260532
3349,A,342.9101932216136
3350,B,287.0673147870179
3351,A,223.7817860539102
3352,B,274.57463133847835
3353,C,106.81644705587595
3354,C,221.05114458792508
3355,B,255.83446224641105
3356,B,451.5826697577548
3357,A,137.8092297739484
3358,C,435.23596606081696
3359,A,325.6782864047311
3360,A,19.967007223124483
3361,A,365.0693550807029
3362,C,27.420419999036994
3363,A,498.7167521387684
3364,A,437.59197696868694
3365,A,155.69843629462238
3366,A,136.13150279638566
3367,A,196.90613023174836
3368,A,184.52181300407707
3369,C,192.44553100883672
3370,A,165.9555075985454
3371,B,314.3553693556824
3372,A,90.48919522310574
3373,A,424.53083329854644
3374,C,408.0772171753445
3375,C,243.47677184908252
3376,B,427.83768298648835
3377,B,131.10108431484372
3378,C,18.607073294943802
3379,C,313.41188326461327
3380,A,234.37560941271053
3381,C,287.91062768497665
3382,B,450.6763104190175
3383,A,485.2635310473123
3384,B,320.88203848024546
3385,A,384.3872390276948
3386,C,51.066132408710494
3387,B,88.75063659683775
3388,A,369.27035442695853
3389,A,221.36907363012097
3390,C,228.5229824981588
3391,C,161.21776400136395
3392,C,307.60462790409446
3393,B,100.73087225393927
3394,A,317.1889768638088
3395,C,95.16143999626745
3396,B,41.27475700775966
3397,B,171.8752674625399
3398,B,123.25876758482536
3399,C,445.60590289260284
3400,C,36.92719239562703
3401,A,96.5407093613202
3402,A,278.8726067356942
3403,C,245.72292351526207
3404,B,32.46748900360376
3405,B,13.553689727420792
3406,B,494.15329156096345
3407,A,332.82900317583074
3408,B,189.04900414176285
3409,A,240.51180135498825
3410,A,140.6095590226006
3411,B,178.98815400967277
3412,B,328.03178896142487
3413,C,442.5777814450116
3414,C,100.22371130978058
3415,B,421.77713763880615
3416,A,69.56274846395183
3417,A,115.34618955831169
3418,A,28.21589114432653
3419,A,78.99781242556973
3420,A,459.47854127738475
3421,C,235.1249858430055
3422,B,48.05627227139324
3423,C,480.26615063909105
3424,A,440.70623080173857
3425,A,379.79443522538924
3426,A,467.40166805430334
3427,A,117.86341620952443
3428,B,419.8209535749423
3429,A,348.09568621361
3430,B,436.1820322881673
3431,A,400.4866672138886
3432,B,179.78258095664424
3433,C,389.45528313845523
3434,A,138.60358846259626
3435,B,171.01015988374687
3436,C,62.873801439258315
3437,A,468.18754183042967
3438,A,152.59164806613796
3439,A,265.1050079340114
3440,B,201.75308986843442
3441,B,480.36477908591576
3442,C,174.1740937598564
3443,B,391.4874524971176
3444,B,429.1539157692782
3445,A,223.4471837656733
3446,A,195.3041890819363
3447,A,376.3954522569877
3448,A,457.31903035005473
3449,A,379.91654920539673
3450,A,121.29191914001414
3451,A,445.2707962444756
3452,C,199.91501704404823
3453,C,292.3524117711878
3454,C,417.4034534534284
3455,C,102.31343602624119
3456,A,394.40996648200104
3457,C,302.11977097623196
3458,A,447.73740449552804
3459,C,94.26549690333604
3460,B,216.13429615005492
3461,C,418.09311550475036
3462,C,19.423534693812485
3463,A,64.978669715165
3464,C,495.3769542508
3465,B,147.39314750927176
3466,A,488.01616492473715
3467,A,99.44045999425022
3468,C,186.93627707359445
3469,A,378.9060278067496
3470,A,332.31141954670744
3471,A,294.74997596523724
3472,A,269.6505961444537
3473,A,423.28581739572275
3474,A,125.12479578836243
3475,B,226.81075422682403
3476,C,86.17162315666407
3477,B,302.01138190804517
3478,A,132.7667678929469
3479,A,173.58261152825904
3480,C,240.91285114552878
3481,B,23.117586994532644
3482,C,55.04958860121045
3483,B,346.1053181470276
3484,A,220.19529055157855
3485,C,433.7472087799488
3486,C,350.3892817856577
3487,A,13.969461407188
3488,C,312.18904207589605
3489,B,55.925184369261046
3490,B,392.6572580973422
3491,B,495.838767256466
3492,B,270.2874091783406
3493,A,344.5619550951239
3494,C,126.28393883842826
3495,B,224.42289443935886
3496,A,429.486712795828
3497,C,92.0372443956631
3498,C,140.11244675074343
3499,A,228.2625008901548
3500,A,359.0019570035668
3501,B,194.18313784988018
3502,C,464.5888170936719
3503,C,56.28395512167239
3504,A,191.69405679697527
3505,C,357.3875204799267
3506,B,120.7335151741313
3507,C,331.6424357725397
3508,A,90.46630953139952
3509,A,37.430339582226324
3510,B,69.29770120683794
3511,B,465.692543735726
3512,C,280.35793264038017
3513,C,400.209429985028
3514,A,173.00070544347508
3515,B,300.40273746386885
3516,B,252.5265455154459
3517,B,473.41160010712406
3518,C,376.31157166651406
3519,B,367.96588943332375
3520,A,32.713102022796974
3521,A,279.3381378118086
3522,C,238.82581241188927
3523,C,464.6427106370353
3524,B,136.0975742128708
3525,C,142.21839211263622
3526,A,211.5596619519352
3527,B,129.25115956912424
3528,A,73.30011972628725
3529,B,430.1332748588924
3530,C,283.55549695791876
3531,B,432.0677322887177
3532,B,417.256035047811
3533,A,148.20075384693885
3534,A,278.3913477188942
3535,B,50.77667434263452
3536,C,458.4734231750716
3537,C,208.08873038192502
3538,A,202.90133010562047
3539,C,158.35013160279706
3540,A,235.72523490824486
3541,C,133.36209940726954
3542,B,193.67761367043423
3543,A,401.9740538065921
3544,A,418.7851967567342
3545,B,159.0494140379729
3546,A,239.81707097086607
3547,C,438.1716903772256
3548,C,35.8099325965516
3549,A,445.68103137793486
3550,C,117.40032936964253
3551,A,342.48422966504415
3552,B,295.4503312284541
3553,A,280.9409666127335
3554,B,431.0865101288825
3555,C,59.77035038588402
3556,B,180.04373240956167
3557,C,273.74384570893517
3558,A,407.5315384335595
3559,C,116.05711087171905
3560,A,403.4356222733954
3561,A,205.8228564220285
3562,B,102.56778965251075
3563,B,381.9033558173065
3564,B,54.540461722528434
3565,B,262.23601329696703
3566,C,41.29913409232532
3567,C,184.6447490273159
3568,C,304.5276315131324
3569,A,282.49661532873444
3570,C,208.2811547732866
3571,C,220.2335170463367
3572,C,121.1170811418756
3573,B,233.38246832781041
3574,C,477.09487930320876
3575,A,426.7219297140573
3576,B,81.16410584740846
3577,A,24.592585787251256
3578,C,467.426913231149
3579,B,268.1073774415663
3580,A,273.5405333431608
3581,C,392.5518178961959
3582,A,164.19759719695
3583,A,246.13470872964106
3584,A,484.64482744190144
3585,C,339.3528565968795
3586,C,85.3350656779351
3587,A,75.28110651233311
3588,B,110.08973158317264
3589,B,385.6887204661516
3590,C,154.73473188190187
3591,C,20.480534870789096
3592,C,472.6454381177743
3593,C,93.15957403350623
3594,C,14.683511212553604
3595,B,126.19448516782826
3596,C,125.16410568788551
3597,A,216.78257291440428
3598,A,460.991017435018
3599,B,440.800609711758
3600,A,233.8783319413897
3601,B,211.34095344598518
3602,B,281.9544523726771
3603,A,129.29246586616523
3604,C,35.57064606351779
3605,A,470.2198267238913
3606,A,101.48250258981464
3607,B,107.21635733040102
3608,A,241.50556113843433
3609,B,250.89053897176206
3610,C,19.032762753363553
3611,C,82.49782199924564
3612,C,195.29586109476344
3613,A,345.0280398201641
3614,B,121.92504384764857
3615,C,217.2770786584637
3616,B,283.0990817110687
3617,B,445.4103223654131
3618,C,169.77454614029043
3619,C,75.44355027310692
3620,B,249.74339068982803
3621,C,375.89358482519043
3622,B,63.83128095583938
3623,B,218.09491093151058
3624,C,18.714719218616878
3625,A,26.443999007153057
3626,C,246.64714797616614
3627,A,156.11667609395542
3628,B,424.102576512652
3629,B,305.0556100019626
3630,A,232.42715125406528
3631,B,209.88833181660522
3632,A,253.650285292886
3633,A,29.815027294204057
3634,B,447.46874464612335
3635,A,499.16854630963957
3636,C,98.92869118076234
3637,C,68.98765273956367
3638,B,80.35295708981167
3639,B,333.9032585348399
3640,A,334.1060108408796
3641,A,425.48283951642134
3642,A,378.3949303288641
3643,A,230.34793995097647
3644,C,310.29912716700625
3645,C,347.25948848032385
3646,B,261.24087043976033
3647,A,243.06898238130196
3648,A,326.0977483649001
3649,B,283.16252899807034
3650,A,325.5317296145961
3651,A,310.2988392420483
3652,A,362.40631465169076
3653,A,324.9737193036093
3654,A,264.67381835426096
3655,B,344.0804375293494
3656,A,230.24616294085973
3657,B,128.41890072657452
3658,A,10.694927865618576
3659,C,284.38243210146317
3660,C,299.4210610382341
3661,C,486.3039927401
3662,C,187.124383706195
3663,B,203.12528898587274
3664,B,108.88179485767321
3665,A,44.561804666287735
3666,C,388.67420150225286
3667,B,132.34372152626926
3668,A,308.3633819047186
3669,A,347.00878741728593
3670,B,240.90597677290737
3671,C,439.41253538332387
3672,A,227.4594720800671
3673,C,149.60522529046492
3674,C,449.04760625119496
3675,C,432.16649928247864
3676,A,90.37957406744238
3677,C,22.720898993421265
3678,A,54.09292261131414
3679,C,150.40822529137037
3680,A,486.40730285343824
3681,C,283.67291504880427
3682,B,192.89824869434173
3683,C,445.47088636024574
3684,C,232.0368024244648
3685,A,164.46692791650034
3686,A,471.19756908537215
3687,C,426.2636564344122
3688,B,423.3975039555261
3689,B,261.01952409460444
3690,A,396.82481541957293
3691,B,97.88314603963042
3692,C,290.8792492025594
3693,A,492.0845021952974
3694,C,152.5696309538012
3695,A,399.23264133136087
3696,A,250.33441953195293
3697,A,29.504784778822792
3698,A,383.879504929677
3699,B,92.59888075213527
3700,C,319.42204789504757
3701,C,51.97545508301672
3702,C,473.9650247730228
3703,A,152.94470471837684
3704,B,120.96769892192351
3705,C,73.27683799250381
3706,B,473.5410747361334
3707,A,358.8328337962395
3708,C,373.4138354718634
3709,B,254.70823507631985
3710,A,242.61661478253689
3711,B,63.91040906582356
3712,C,284.32213683615595
3713,C,130.9890826033073
3714,A,488.80121307219883
3715,A,400.3246606074222
3716,A,212.36610949451492
3717,B,84.15721675885119
3718,B,394.81252865800417
3719,B,69.80634586984483
3720,A,102.77353921356453
3721,C,113.64505369467143
3722,C,282.8764127538162
3723,B,395.65776045527946
3724,B,164.01429057509918
3725,C,51.488208994891814
3726,C,237.62384712696542
3727,B,376.5740181683684
3728,B,118.61528311282026
3729,C,117.76302853929337
3730,A,474.1412433998883
3731,B,477.5353262883972
3732,C,495.3282087101724
3733,C,405.75320477164223
3734,C,102.21024289229332
3735,C,113.87094519163807
3736,A,176.71036834597206
3737,C,165.8849403534105
3738,B,478.6985970482244
3739,A,396.64625161202986
3740,C,364.76430815916143
3741,A,101.1219797884846
3742,B,455.6675240875415
